2020-11-30 12:24:41 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Moscow Warriors on 2021-01-14 was won by Moscow Warriors
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Saint John Taxi Cabs Vs Gander Sleepy Goats on 2021-01-14 was won by Saint John Taxi Cabs
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Sunnyside Hound Dogs Vs Cairo Wild Cats on 2021-01-14 was won by Sunnyside Hound Dogs
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Halifax Sleepy Goats Vs Tokyo Mutineers on 2021-01-14 was won by Halifax Sleepy Goats
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Toronto Reds Vs 1 on 2021-01-14 was won by Toronto Reds
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : London Voyageurs Vs Shanghai Blazers on 2021-01-14 was won by London Voyageurs
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Sunnyside Wild Horses Vs Cairo Blues on 2021-01-14 was won by Sunnyside Wild Horses
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : London Monkeys Vs Shanghai Farmers on 2021-01-14 was won by London Monkeys
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Chicago Meow Meows Vs Jakarta Privateers on 2021-01-14 was won by Chicago Meow Meows
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Seattle Blues on 2021-01-14 was won by Seattle Blues
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Regina Hound Dogs Vs Saint John Dragons on 2021-01-14 was won by Regina Hound Dogs
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Chicago Voyageurs on 2021-01-14 was won by Chicago Voyageurs
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : London Milk Cartons Vs Toronto Lazy Dogs on 2021-01-14 was won by Toronto Lazy Dogs
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs Toronto Milk Cartons on 2021-01-14 was won by Toronto Warriors
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Jakarta Reds Vs Montreal Warriors on 2021-01-14 was won by Montreal Warriors
2020-11-30 12:53:06 INFO  Trading:125 - Shanghai Blazers can generate a trade offer
2020-11-30 12:53:06 INFO  Trading:215 - Could not find any team to trade for players with Shanghai Blazers
2020-11-30 12:53:06 INFO  Trading:379 - Draft trade offer proposed to Moscow Warriors
2020-11-30 12:53:06 INFO  Trading:419 - Accepted the future draft pick trade offer.
2020-11-30 12:53:06 INFO  Trading:385 - 5 round draft pick of Shanghai Blazers traded to Moscow Warriors
2020-11-30 12:53:06 INFO  Trading:388 - Fred Patel added to Shanghai Blazers in lieu of the future draft round trade
2020-11-30 12:53:06 INFO  Trading:389 - Fred Patel STATS (SKATING, SHOOTING, CHECKING, SAVING) --> (17, 15, 10, 11)
2020-11-30 12:53:06 INFO  Trading:392 - Fred Patel removed from team Moscow Warriors
2020-11-30 12:53:06 INFO  Team:345 - dropping weakest defense players to free agents list for team: Shanghai Blazers
2020-11-30 12:53:06 INFO  Team:377 - Mozhgan Greenbaum added to free agents list from team: Shanghai Blazers
2020-11-30 12:53:06 INFO  Team:379 - Mozhgan Greenbaum removed from team: Shanghai Blazers
2020-11-30 12:53:06 INFO  Team:348 - hiring strongest defense players from free agents list for team: Moscow Warriors
2020-11-30 12:53:06 INFO  Team:367 - Rahul Samson from the free agents list added to the team: Moscow Warriors
2020-11-30 12:53:06 INFO  Team:369 - Rahul Samson removed from the free agents list
2020-11-30 12:53:06 INFO  Trading:401 - Shanghai Blazers loss point is reset to 0
2020-11-30 12:53:06 INFO  Trading:125 - London Milk Cartons can generate a trade offer
2020-11-30 12:53:06 INFO  Trading:232 - Removed 2 free agents to check if the other team can still complete their roster.
2020-11-30 12:53:06 INFO  Trading:246 - Added back 2 free agents to the league that were removed to check the roster completeness.
2020-11-30 12:53:06 INFO  Trading:254 - Trade offer proposed to London Monkeys
2020-11-30 12:53:06 INFO  Trading:307 - London Monkeys rejected the trade offer.
2020-11-30 12:53:06 INFO  Trading:379 - Draft trade offer proposed to Regina Hound Dogs
2020-11-30 12:53:06 INFO  Trading:419 - Accepted the future draft pick trade offer.
2020-11-30 12:53:06 INFO  Trading:385 - 6 round draft pick of London Milk Cartons traded to Regina Hound Dogs
2020-11-30 12:53:06 INFO  Trading:388 - Nancy Plant added to London Milk Cartons in lieu of the future draft round trade
2020-11-30 12:53:06 INFO  Trading:389 - Nancy Plant STATS (SKATING, SHOOTING, CHECKING, SAVING) --> (19, 3, 8, 13)
2020-11-30 12:53:06 INFO  Trading:392 - Nancy Plant removed from team Regina Hound Dogs
2020-11-30 12:53:06 INFO  Team:338 - dropping weakest forward players to free agents list for team: London Milk Cartons
2020-11-30 12:53:06 INFO  Team:377 - Wen Wu added to free agents list from team: London Milk Cartons
2020-11-30 12:53:06 INFO  Team:379 - Wen Wu removed from team: London Milk Cartons
2020-11-30 12:53:06 INFO  Team:341 - hiring strongest forward players from free agents list for team: Regina Hound Dogs
2020-11-30 12:53:06 INFO  Team:367 - Wen Wu from the free agents list added to the team: Regina Hound Dogs
2020-11-30 12:53:06 INFO  Team:369 - Wen Wu removed from the free agents list
2020-11-30 12:53:06 INFO  Trading:401 - London Milk Cartons loss point is reset to 0
2020-11-30 12:53:06 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2021-01-15
2020-11-30 12:53:06 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Gander Sleepy Goats on 2021-01-15 was won by Gander Sleepy Goats
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Saint John Taxi Cabs Vs Tokyo Mutineers on 2021-01-15 was won by Tokyo Mutineers
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Sunnyside Hound Dogs Vs Moscow Warriors on 2021-01-15 was won by Moscow Warriors
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Halifax Sleepy Goats Vs Cairo Wild Cats on 2021-01-15 was won by Halifax Sleepy Goats
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Toronto Reds Vs 1 on 2021-01-15 was won by Toronto Reds
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : London Voyageurs Vs Shanghai Blazers on 2021-01-15 was won by London Voyageurs
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Sunnyside Wild Horses Vs Cairo Blues on 2021-01-15 was won by Sunnyside Wild Horses
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : London Monkeys Vs Shanghai Farmers on 2021-01-15 was won by London Monkeys
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Chicago Meow Meows Vs Chicago Voyageurs on 2021-01-15 was won by Chicago Voyageurs
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Saint John Dragons on 2021-01-15 was won by Saint John Dragons
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Regina Hound Dogs Vs Seattle Blues on 2021-01-15 was won by Regina Hound Dogs
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Jakarta Privateers on 2021-01-15 was won by Jakarta Privateers
2020-11-30 12:53:06 INFO  SimulateMatch:187 - Match Day : London Milk Cartons Vs Toronto Milk Cartons on 2021-01-15 was won by Toronto Milk Cartons
2020-11-30 12:53:06 INFO  SimulateMatch:201 - Match Day : Montreal Warriors Vs Toronto Lazy Dogs on 2021-01-15 was won by Montreal Warriors
2020-11-30 12:53:06 INFO  Trading:125 - Saint John Taxi Cabs can generate a trade offer
2020-11-30 12:53:07 INFO  Trading:232 - Removed 2 free agents to check if the other team can still complete their roster.
2020-11-30 12:53:07 INFO  Trading:246 - Added back 2 free agents to the league that were removed to check the roster completeness.
2020-11-30 12:53:07 INFO  Trading:254 - Trade offer proposed to Toronto Warriors
2020-11-30 12:53:07 INFO  Trading:304 - Toronto Warriors accepted the trade offer.
2020-11-30 12:53:07 INFO  Trading:263 - Team that generated the trade offer Saint John Taxi Cabs
2020-11-30 12:53:07 INFO  Trading:264 - Players offered in the trade with stats in order (SKATING, SHOOTING, CHECKING, SAVING)
2020-11-30 12:53:07 INFO  Trading:265 - Name --> Hardik Hendrix, Stats --> (14, 2, 10, 14)
2020-11-30 12:53:07 INFO  Trading:265 - Name --> Bonnie Williamson, Stats --> (15, 3, 3, 10)
2020-11-30 12:53:07 INFO  Trading:268 - Team that accepted the trade offer Toronto Warriors
2020-11-30 12:53:07 INFO  Trading:269 - Players requested in the trade with stats in order (SKATING, SHOOTING, CHECKING, SAVING)
2020-11-30 12:53:07 INFO  Trading:270 - Name --> Pat Cherry, Stats --> (3, 20, 14, 7)
2020-11-30 12:53:07 INFO  Trading:270 - Name --> Rahul Bonham, Stats --> (1, 13, 17, 7)
2020-11-30 12:53:07 INFO  Trading:315 - Hardik Hendrix added to the team Toronto Warriors
2020-11-30 12:53:07 INFO  Trading:315 - Bonnie Williamson added to the team Toronto Warriors
2020-11-30 12:53:07 INFO  Trading:319 - Pat Cherry added to the team Saint John Taxi Cabs
2020-11-30 12:53:07 INFO  Trading:319 - Rahul Bonham added to the team Saint John Taxi Cabs
2020-11-30 12:53:07 INFO  Trading:323 - Hardik Hendrix removed from the team Saint John Taxi Cabs
2020-11-30 12:53:07 INFO  Trading:323 - Bonnie Williamson removed from the team Saint John Taxi Cabs
2020-11-30 12:53:07 INFO  Trading:327 - Pat Cherry removed from the team Toronto Warriors
2020-11-30 12:53:07 INFO  Trading:327 - Rahul Bonham removed from the team Toronto Warriors
2020-11-30 12:53:07 INFO  Trading:332 - Saint John Taxi Cabs loss point is reset to 0
2020-11-30 12:53:07 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2021-01-16
2020-11-30 12:53:07 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Cairo Wild Cats on 2021-01-16 was won by Cairo Wild Cats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Saint John Taxi Cabs Vs Moscow Warriors on 2021-01-16 was won by Moscow Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Sunnyside Hound Dogs Vs Gander Sleepy Goats on 2021-01-16 was won by Sunnyside Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Halifax Sleepy Goats Vs Tokyo Mutineers on 2021-01-16 was won by Halifax Sleepy Goats
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Toronto Reds Vs 1 on 2021-01-16 was won by Toronto Reds
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : London Voyageurs Vs Shanghai Blazers on 2021-01-16 was won by London Voyageurs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Sunnyside Wild Horses Vs Cairo Blues on 2021-01-16 was won by Sunnyside Wild Horses
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : London Monkeys Vs New York Whales on 2021-01-16 was won by New York Whales
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Chicago Meow Meows Vs Saint John Dragons on 2021-01-16 was won by Chicago Meow Meows
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Chicago Voyageurs on 2021-01-16 was won by Chicago Voyageurs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Regina Hound Dogs Vs Jakarta Privateers on 2021-01-16 was won by Regina Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Seattle Blues on 2021-01-16 was won by Seattle Blues
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Montreal Warriors Vs Toronto Lazy Dogs on 2021-01-16 was won by Montreal Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs Toronto Milk Cartons on 2021-01-16 was won by Toronto Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Jakarta Reds Vs London Milk Cartons on 2021-01-16 was won by Jakarta Reds
2020-11-30 12:53:07 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2021-01-17
2020-11-30 12:53:07 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Tokyo Mutineers on 2021-01-17 was won by Tokyo Mutineers
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Saint John Taxi Cabs Vs Gander Sleepy Goats on 2021-01-17 was won by Saint John Taxi Cabs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Sunnyside Hound Dogs Vs Cairo Wild Cats on 2021-01-17 was won by Sunnyside Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Halifax Sleepy Goats Vs Moscow Warriors on 2021-01-17 was won by Moscow Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Shanghai Blazers Vs Toronto Reds on 2021-01-17 was won by Toronto Reds
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Cairo Blues Vs 1 on 2021-01-17 was won by 1
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : London Monkeys Vs Sunnyside Wild Horses on 2021-01-17 was won by London Monkeys
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Chicago Meow Meows Vs Seattle Blues on 2021-01-17 was won by Chicago Meow Meows
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Jakarta Privateers on 2021-01-17 was won by Jakarta Privateers
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Regina Hound Dogs Vs Chicago Voyageurs on 2021-01-17 was won by Chicago Voyageurs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Saint John Dragons on 2021-01-17 was won by Saint John Dragons
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs Toronto Lazy Dogs on 2021-01-17 was won by Toronto Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Jakarta Reds Vs Toronto Milk Cartons on 2021-01-17 was won by Toronto Milk Cartons
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Philidelphia Bobcats Vs London Milk Cartons on 2021-01-17 was won by Philidelphia Bobcats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Jakarta Blues Vs Montreal Warriors on 2021-01-17 was won by Montreal Warriors
2020-11-30 12:53:07 INFO  Trading:125 - Shanghai Blazers can generate a trade offer
2020-11-30 12:53:07 INFO  Trading:215 - Could not find any team to trade for players with Shanghai Blazers
2020-11-30 12:53:07 INFO  Trading:379 - Draft trade offer proposed to Detroit Bobcats
2020-11-30 12:53:07 INFO  Trading:419 - Accepted the future draft pick trade offer.
2020-11-30 12:53:07 INFO  Trading:385 - 4 round draft pick of Shanghai Blazers traded to Detroit Bobcats
2020-11-30 12:53:07 INFO  Trading:388 - Sai Liu added to Shanghai Blazers in lieu of the future draft round trade
2020-11-30 12:53:07 INFO  Trading:389 - Sai Liu STATS (SKATING, SHOOTING, CHECKING, SAVING) --> (8, 12, 15, 5)
2020-11-30 12:53:07 INFO  Trading:392 - Sai Liu removed from team Detroit Bobcats
2020-11-30 12:53:07 INFO  Team:338 - dropping weakest forward players to free agents list for team: Shanghai Blazers
2020-11-30 12:53:07 INFO  Team:377 - Mary Smith added to free agents list from team: Shanghai Blazers
2020-11-30 12:53:07 INFO  Team:379 - Mary Smith removed from team: Shanghai Blazers
2020-11-30 12:53:07 INFO  Team:341 - hiring strongest forward players from free agents list for team: Detroit Bobcats
2020-11-30 12:53:07 INFO  Team:367 - Walter Patel from the free agents list added to the team: Detroit Bobcats
2020-11-30 12:53:07 INFO  Team:369 - Walter Patel removed from the free agents list
2020-11-30 12:53:07 INFO  Trading:401 - Shanghai Blazers loss point is reset to 0
2020-11-30 12:53:07 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2021-01-18
2020-11-30 12:53:07 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Moscow Warriors on 2021-01-18 was won by Moscow Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Saint John Taxi Cabs Vs Cairo Wild Cats on 2021-01-18 was won by Cairo Wild Cats
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Sunnyside Hound Dogs Vs Tokyo Mutineers on 2021-01-18 was won by Sunnyside Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Halifax Sleepy Goats Vs Gander Sleepy Goats on 2021-01-18 was won by Halifax Sleepy Goats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Shanghai Blazers Vs 1 on 2021-01-18 was won by 1
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Cairo Blues Vs Toronto Reds on 2021-01-18 was won by Toronto Reds
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : London Monkeys Vs London Voyageurs on 2021-01-18 was won by London Monkeys
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Chicago Meow Meows Vs Jakarta Privateers on 2021-01-18 was won by Chicago Meow Meows
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Seattle Blues on 2021-01-18 was won by Seattle Blues
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Regina Hound Dogs Vs Saint John Dragons on 2021-01-18 was won by Regina Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Chicago Voyageurs on 2021-01-18 was won by Chicago Voyageurs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs Toronto Lazy Dogs on 2021-01-18 was won by Toronto Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Jakarta Reds Vs Toronto Milk Cartons on 2021-01-18 was won by Toronto Milk Cartons
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Philidelphia Bobcats Vs London Milk Cartons on 2021-01-18 was won by Philidelphia Bobcats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Jakarta Blues Vs Montreal Warriors on 2021-01-18 was won by Montreal Warriors
2020-11-30 12:53:07 INFO  Trading:125 - Jakarta Blues can generate a trade offer
2020-11-30 12:53:07 INFO  Trading:232 - Removed 2 free agents to check if the other team can still complete their roster.
2020-11-30 12:53:07 INFO  Trading:246 - Added back 2 free agents to the league that were removed to check the roster completeness.
2020-11-30 12:53:07 INFO  Trading:254 - Trade offer proposed to Toronto Lazy Dogs
2020-11-30 12:53:07 INFO  Trading:304 - Toronto Lazy Dogs accepted the trade offer.
2020-11-30 12:53:07 INFO  Trading:263 - Team that generated the trade offer Jakarta Blues
2020-11-30 12:53:07 INFO  Trading:264 - Players offered in the trade with stats in order (SKATING, SHOOTING, CHECKING, SAVING)
2020-11-30 12:53:07 INFO  Trading:265 - Name --> Fred Singh, Stats --> (18, 15, 1, 14)
2020-11-30 12:53:07 INFO  Trading:265 - Name --> Chris Fei, Stats --> (14, 19, 1, 1)
2020-11-30 12:53:07 INFO  Trading:268 - Team that accepted the trade offer Toronto Lazy Dogs
2020-11-30 12:53:07 INFO  Trading:269 - Players requested in the trade with stats in order (SKATING, SHOOTING, CHECKING, SAVING)
2020-11-30 12:53:07 INFO  Trading:270 - Name --> Tami Hendrix, Stats --> (14, 4, 19, 6)
2020-11-30 12:53:07 INFO  Trading:270 - Name --> Rob Hawkey, Stats --> (2, 3, 9, 7)
2020-11-30 12:53:07 INFO  Trading:315 - Fred Singh added to the team Toronto Lazy Dogs
2020-11-30 12:53:07 INFO  Trading:315 - Chris Fei added to the team Toronto Lazy Dogs
2020-11-30 12:53:07 INFO  Trading:319 - Tami Hendrix added to the team Jakarta Blues
2020-11-30 12:53:07 INFO  Trading:319 - Rob Hawkey added to the team Jakarta Blues
2020-11-30 12:53:07 INFO  Trading:323 - Fred Singh removed from the team Jakarta Blues
2020-11-30 12:53:07 INFO  Trading:323 - Chris Fei removed from the team Jakarta Blues
2020-11-30 12:53:07 INFO  Trading:327 - Tami Hendrix removed from the team Toronto Lazy Dogs
2020-11-30 12:53:07 INFO  Trading:327 - Rob Hawkey removed from the team Toronto Lazy Dogs
2020-11-30 12:53:07 INFO  Trading:332 - Jakarta Blues loss point is reset to 0
2020-11-30 12:53:07 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2021-01-19
2020-11-30 12:53:07 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Detroit Bobcats Vs Gander Sleepy Goats on 2021-01-19 was won by Detroit Bobcats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Saint John Taxi Cabs Vs Tokyo Mutineers on 2021-01-19 was won by Tokyo Mutineers
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Sunnyside Hound Dogs Vs Moscow Warriors on 2021-01-19 was won by Moscow Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Halifax Sleepy Goats Vs Cairo Wild Cats on 2021-01-19 was won by Halifax Sleepy Goats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Shanghai Blazers Vs 1 on 2021-01-19 was won by 1
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Cairo Blues Vs Toronto Reds on 2021-01-19 was won by Toronto Reds
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : London Monkeys Vs Sunnyside Wild Horses on 2021-01-19 was won by London Monkeys
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Chicago Meow Meows Vs Chicago Voyageurs on 2021-01-19 was won by Chicago Voyageurs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Saint John Dragons on 2021-01-19 was won by Saint John Dragons
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Regina Hound Dogs Vs Seattle Blues on 2021-01-19 was won by Regina Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Jakarta Privateers on 2021-01-19 was won by Jakarta Privateers
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs Toronto Lazy Dogs on 2021-01-19 was won by Toronto Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Jakarta Reds Vs London Milk Cartons on 2021-01-19 was won by Jakarta Reds
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Philidelphia Bobcats Vs Toronto Milk Cartons on 2021-01-19 was won by Toronto Milk Cartons
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Jakarta Blues Vs Montreal Warriors on 2021-01-19 was won by Montreal Warriors
2020-11-30 12:53:07 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2021-01-20
2020-11-30 12:53:07 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Cairo Wild Cats on 2021-01-20 was won by Cairo Wild Cats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Saint John Taxi Cabs Vs Moscow Warriors on 2021-01-20 was won by Moscow Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Sunnyside Hound Dogs Vs Gander Sleepy Goats on 2021-01-20 was won by Sunnyside Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Halifax Sleepy Goats Vs Tokyo Mutineers on 2021-01-20 was won by Halifax Sleepy Goats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Shanghai Blazers Vs 1 on 2021-01-20 was won by 1
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Cairo Blues Vs Toronto Reds on 2021-01-20 was won by Toronto Reds
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Chicago Meow Meows Vs Saint John Dragons on 2021-01-20 was won by Chicago Meow Meows
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Chicago Voyageurs on 2021-01-20 was won by Chicago Voyageurs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Regina Hound Dogs Vs Jakarta Privateers on 2021-01-20 was won by Regina Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Seattle Blues on 2021-01-20 was won by Seattle Blues
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs London Milk Cartons on 2021-01-20 was won by Toronto Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Jakarta Reds Vs Toronto Lazy Dogs on 2021-01-20 was won by Jakarta Reds
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Philidelphia Bobcats Vs Toronto Milk Cartons on 2021-01-20 was won by Toronto Milk Cartons
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Jakarta Blues Vs Montreal Warriors on 2021-01-20 was won by Montreal Warriors
2020-11-30 12:53:07 INFO  AdvanceTimeState:28 - Advanced date by one day, current date: 2021-01-21
2020-11-30 12:53:07 INFO  IState:10 - abstract default implementation for the state called
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Detroit Bobcats Vs Moscow Warriors on 2021-01-21 was won by Moscow Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Saint John Taxi Cabs Vs Gander Sleepy Goats on 2021-01-21 was won by Gander Sleepy Goats
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Sunnyside Hound Dogs Vs Cairo Wild Cats on 2021-01-21 was won by Sunnyside Hound Dogs
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Halifax Sleepy Goats Vs Tokyo Mutineers on 2021-01-21 was won by Halifax Sleepy Goats
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Shanghai Blazers Vs 1 on 2021-01-21 was won by 1
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Cairo Blues Vs Toronto Reds on 2021-01-21 was won by Toronto Reds
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Chicago Meow Meows Vs Seattle Blues on 2021-01-21 was won by Chicago Meow Meows
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Farmers Vs Jakarta Privateers on 2021-01-21 was won by Jakarta Privateers
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Regina Hound Dogs Vs Chicago Voyageurs on 2021-01-21 was won by Chicago Voyageurs
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Wuhan Hound Dogs Vs Saint John Dragons on 2021-01-21 was won by Saint John Dragons
2020-11-30 12:53:07 INFO  SimulateMatch:201 - Match Day : Toronto Warriors Vs Toronto Lazy Dogs on 2021-01-21 was won by Toronto Warriors
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Jakarta Reds Vs Toronto Milk Cartons on 2021-01-21 was won by Toronto Milk Cartons
2020-11-30 12:53:07 INFO  SimulateMatch:187 - Match Day : Philidelphia Bobcats Vs Montreal Warriors on 2021-01-21 was won by Montreal Warriors
